name,link,min_salary,max_salary,currency,employer,source
"Водитель-экспедитор на рефрижератор категории ""В""",https://hh.ru/vacancy/46892964?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,,руб.,ООО Фарматранссервис,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47325887?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,55 000,руб.,"«Почта России», Логистические центры",hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46949734?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,40 000,50 000,руб.,ООО КОЛОП РУС,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47047554?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,60 000,руб.,ООО Фактор М,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47052869?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,Сота,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47217879?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,45 000,,руб.,ООО Репроцентр Атак,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46914242?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,40 000,,руб.,JCat.ru,hh.ru
Водитель с личным грузовым автомобилем,https://hh.ru/vacancy/45649523?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,160 000,руб.,ООО Тендер-Авто,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46929814?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,45 200,,руб.,ООО Эврика,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47175857?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,40 000,45 000,руб.,JCat.ru,hh.ru
Водитель-экспедитор (кат. ВС),https://hh.ru/vacancy/46187325?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,120 000,руб.,"ПАО Группа предприятий «Черкизово», Сегмент «Птицеводство»",hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46986341?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,ООО АРР-СОБХИ-ГРУПП,hh.ru
"Водитель-экспедитор с личным автомобилем 1,5 тонн",https://hh.ru/vacancy/47215756?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,100 000,руб.,Секретарь,hh.ru
Водитель-экспедитор автомобиля,https://hh.ru/vacancy/46919027?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,150 000,руб.,ИП Филатов Андрей Александрович,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46875657?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,50 000,руб.,ООО Традиции Стабильности,hh.ru
Водитель грузового автомобиля,https://hh.ru/vacancy/47004985?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,50 000,руб.,ООО СМУ-25 Метростроя,hh.ru
Водитель с личным автомобилем,https://hh.ru/vacancy/47099850?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,45 000,,руб.,Консул Медиа,hh.ru
"Водитель на собственном автомобиле (каблук, малотоннажный)",https://hh.ru/vacancy/46914804?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,53 000,,руб.,ИП Лебединец Светлана Вадимовна,hh.ru
Водитель-курьер/Водитель на автомобиле компании,https://hh.ru/vacancy/45221550?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,Lamoda,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46952925?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,ООО ЭЛЕКТРОПРОФ,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47031881?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,ООО ЗЕЛЁНАЯ КАПЛЯ,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46930863?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,60 000,руб.,ИП Бородкин Иван Андреевич,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46915331?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,95 000,руб.,JCat.ru,hh.ru
Водитель,https://hh.ru/vacancy/46906386?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,57 000,57 000,руб.,ПНК Групп,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47216804?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,50 000,руб.,Энергоконтинент,hh.ru
Водитель,https://hh.ru/vacancy/47178594?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,42 000,,руб.,БОУ ГИТИС,hh.ru
Водитель-экспедитор на автомобиле компании,https://hh.ru/vacancy/42263096?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,85 000,руб.,Москворечье Трейдинг,hh.ru
Водитель-экспедитор с личным автомобилем (3 тонны),https://hh.ru/vacancy/46329901?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,112 000,,руб.,ООО Лудинг,hh.ru
Водитель-курьер / Водитель-экспедитор на личном легковом автомобиле (В),https://hh.ru/vacancy/47007538?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,110 000,руб.,Департамент персонала,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46890053?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,70 000,руб.,Forshina,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47235626?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,,руб.,ДИКСИ. Распределительные центры,hh.ru
Водитель-экспедитор с личным автомобилем (5 тонн),https://hh.ru/vacancy/46330053?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,116 000,,руб.,ООО Лудинг,hh.ru
Водитель экспедитор,https://hh.ru/vacancy/46848557?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,АО Группа компаний СТС,hh.ru
Водитель-экспедитор с личным автомобилем,https://hh.ru/vacancy/47251037?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,60 000,руб.,ООО Доступные Бытовые Услуги,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46946342?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,65 000,руб.,ООО Студиопак,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47050812?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,45 000,55 000,руб.,ООО ТД Хотфрост,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46915807?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,ИП Харитонов Виталий Евгеньевич,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47096696?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,,руб.,ООО КОМПАС ГРУЗ,hh.ru
Водитель категории Е,https://hh.ru/vacancy/46963955?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,130 000,,руб.,ООО Мегаполис,hh.ru
Водитель на штатный автомобиль,https://hh.ru/vacancy/46880808?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,95 000,,руб.,ИП Хлопков Ювеналий Вячеславович,hh.ru
Водитель-экспедитор категории Е,https://hh.ru/vacancy/47021374?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,,руб.,GLT,hh.ru
Водитель,https://hh.ru/vacancy/47148784?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,40 000,90 000,руб.,ИП Зеленский Александр Васильевич,hh.ru
Водитель,https://hh.ru/vacancy/46935728?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,35 000,,руб.,ООО Джиоли,hh.ru
"Водитель-экспедитор В (Рябиновая, д. 26)",https://hh.ru/vacancy/45685368?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,70 000,руб.,ООО Русское молоко,hh.ru
Водитель,https://hh.ru/vacancy/46969565?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,Esterk Lux Parfum,hh.ru
Водитель,https://hh.ru/vacancy/43438264?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,40 000,57 000,руб.,Управление по СЗАО ГУ МЧС России по г. Москве,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46443924?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,60 000,руб.,Национальная нерудная компания,hh.ru
Персональный водитель автомобиля представительского класса,https://hh.ru/vacancy/47696836?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,150 000,150 000,руб.,ООО ХАЙТЕКИНЖИНИРИНГ,hh.ru
Водитель-курьер,https://hh.ru/vacancy/47735976?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,95 000,105 000,руб.,СДЭК,hh.ru
Водитель курьер на автомобиле компании,https://hh.ru/vacancy/47665794?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,,руб.,LogFix,hh.ru
Водитель в такси категории В,https://hh.ru/vacancy/47707103?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,120 000,руб.,ООО Прайм Плюс,hh.ru
Водитель-курьер на служебном автомобиле (Ford Transit),https://hh.ru/vacancy/47666062?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,,руб.,LogFix,hh.ru
Водитель-курьер на личном автомобиле,https://hh.ru/vacancy/42390257?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,110 000,руб.,ДОСТАЕВСКИЙ,hh.ru
Водитель-курьер на личном автомобиле,https://hh.ru/vacancy/44032984?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,СберМаркет,hh.ru
Водитель-курьер,https://hh.ru/vacancy/47723194?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,65 000,руб.,Юду,hh.ru
Водитель-курьер на автомобиле компании (м.Волгоградский пр-кт),https://hh.ru/vacancy/47696338?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,120 000,руб.,Ozon Логистика,hh.ru
Водитель-курьер на личном автомобиле,https://hh.ru/vacancy/47691955?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,100 000,руб.,Стор77,hh.ru
Водитель-курьер на автомобиле компании (Химки),https://hh.ru/vacancy/47696331?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,120 000,руб.,Ozon Логистика,hh.ru
Водитель-курьер на личном автомобиле(Химки),https://hh.ru/vacancy/47677019?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,120 000,руб.,Ozon Логистика,hh.ru
Водитель-курьер с личным легковым автомобилем,https://hh.ru/vacancy/47672493?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,90 000,150 000,руб.,Курьерская служба GRASTIN,hh.ru
Водитель-курьер на личном автомобиле (м.Озёрная),https://hh.ru/vacancy/47677020?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,120 000,руб.,Ozon Логистика,hh.ru
Водитель Е-class Wheely,https://hh.ru/vacancy/47687633?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,,руб.,ИП Быковская Дарья Сергеевна,hh.ru
Водитель-курьер на личном автомобиле,https://hh.ru/vacancy/43666775?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,СберМаркет,hh.ru
Водитель-курьер на личном автомобиле,https://hh.ru/vacancy/43666882?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,СберМаркет,hh.ru
Семейный водитель (водитель-помощник),https://hh.ru/vacancy/47517676?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,90 000,руб.,VinylRussia,hh.ru
Водитель автомобиля компании,https://hh.ru/vacancy/47372871?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,60 000,руб.,ООО МВС ГРУП,hh.ru
Водитель офисный,https://hh.ru/vacancy/47530307?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,ООО СтарТЕН,hh.ru
Водитель,https://hh.ru/vacancy/47653176?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,ООО Эрливидео,hh.ru
Персональный водитель,https://hh.ru/vacancy/47635997?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,ООО Модуль,hh.ru
Личный водитель руководителя / семейный водитель,https://hh.ru/vacancy/47054731?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,95 000,руб.,АО ТЕКОН-Инжиниринг,hh.ru
Водитель,https://hh.ru/vacancy/47656835?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,ООО Эд Тул,hh.ru
Личный водитель,https://hh.ru/vacancy/47695928?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,АЯКС,hh.ru
Водитель персональный,https://hh.ru/vacancy/47513337?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,РусскаяФильмГруппа,hh.ru
Водитель,https://hh.ru/vacancy/47696170?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,Благотворительный фонд Второе дыхание,hh.ru
Персональный водитель для руководителя,https://hh.ru/vacancy/47555690?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,80 000,руб.,ООО СпецСтройТехнологии-М,hh.ru
Водитель персональный,https://hh.ru/vacancy/47162615?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,85 000,,руб.,ООО СЗ Инвест Груп,hh.ru
Водитель офисный,https://hh.ru/vacancy/47366666?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,70 000,руб.,Альфа Информ,hh.ru
Водитель,https://hh.ru/vacancy/47243057?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,,руб.,ООО Амилкар,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47498672?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,140 000,руб.,ООО Эра,hh.ru
Персональный водитель,https://hh.ru/vacancy/47601120?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,80 000,руб.,ООО Норд-Эко,hh.ru
Водитель на автомобиль компании,https://hh.ru/vacancy/47142709?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,55 000,руб.,ООО Брента,hh.ru
Водитель,https://hh.ru/vacancy/47659256?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,Банк ВТБ (ПАО),hh.ru
Личный водитель,https://hh.ru/vacancy/47545467?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,Нек. орг. Ассоциация Российских фармацевтических производителей,hh.ru
Водитель с личным минивэном,https://hh.ru/vacancy/47254374?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,Heritage International School,hh.ru
